Card DB ID,Skating,Career,First Name,Last Name,Defense,Nation,Team ID,Position,Checking,Shooting,Hands,Training Slots,Rare Card,Rating,Is Victory Card,Is Legend Card
6562,78,100,Kevin,Marshall,77,0,33,3,85,70,65,5,0,74,0,0
6383,74,90,kevin,Lötscher,76,97,118,1,75,73,75,5,0,74,0,0
5981,81,90,Andrew,Campbell,78,0,45,3,81,71,65,5,0,74,0,0
5772,79,90,Kevin,Montgomery,78,14,48,3,81,70,65,5,0,74,0,0
4307,75,90,Juraj,Simek,75,95,121,2,76,73,74,5,0,74,0,0
7566,77,100,Christopher,Breen,75,0,32,3,85,69,64,5,0,74,0,0
6323,73,90,Christian,Engstrand,73,69,68,5,72,76,76,5,0,74,0,0
4659,74,90,Patrik,Zackrisson,71,69,68,0,72,73,74,5,0,74,0,0
6569,82,75,Erik,Condra,77,14,20,2,79,79,77,3,0,74,0,0
6001,82,75,Christian,Hanson,78,14,59,0,82,79,75,3,0,74,0,0
5869,80,75,Nick,Johnson,78,0,23,2,79,80,76,3,0,74,0,0
3692,82,75,Dane,Byers,80,0,50,1,84,76,74,3,0,74,0,0
59,82,75,Blair,Jones,79,0,47,0,82,78,75,3,0,74,0,0
6649,82,75,Alex,Berry,78,14,47,2,83,74,71,3,0,74,0,0
6603,84,75,Matthew,Taormina,74,14,17,3,73,78,80,3,0,74,0,0
5999,82,75,Andrew,Desjardins,77,0,25,0,80,77,73,3,0,74,0,0
5979,82,75,Chris,Mueller,77,14,46,2,80,77,73,3,0,74,0,0
5813,84,75,Mike,Kostka,74,0,55,4,76,76,80,3,0,74,0,0
5775,83,75,Tyler,Eckford,79,0,34,3,80,74,75,3,0,74,0,0
5725,82,75,Rob,Klinkhammer,77,0,53,1,80,77,73,3,0,74,0,0
4338,82,75,Jonathan,Matsumoto,77,0,37,0,80,77,73,3,0,74,0,0
4326,82,75,Julian,Talbot,77,0,44,0,80,77,73,3,0,74,0,0
4310,82,75,Alexandre,Bolduc,78,0,38,0,81,75,72,3,0,74,0,0
4282,82,75,Victor,Oreskovich,78,0,28,2,81,75,72,3,0,74,0,0
4258,85,75,Andrew,Gordon,75,0,42,2,74,78,78,3,0,74,0,0
4242,82,75,Jamie,Tardif,78,0,40,2,81,75,72,3,0,74,0,0
4229,82,75,Trevor,Smith,77,0,56,0,80,77,73,3,0,74,0,0
3949,82,75,Mark,Mancari,78,0,52,2,80,76,74,3,0,74,0,0
3920,82,75,Stefan,Meyer,78,0,32,1,81,75,72,3,0,74,0,0
3764,82,75,Robbie,Earl,77,14,43,1,80,77,73,3,0,74,0,0
3678,82,75,Guillaume,Desbiens,78,0,38,2,81,75,72,3,0,74,0,0
3668,82,75,Dan,DaSilva,77,0,61,2,80,77,73,3,0,74,0,0
3664,82,75,Mike,Angelidis,79,0,47,0,83,75,72,3,0,74,0,0
3324,82,75,Alexandre,Picard,77,0,50,1,80,77,73,3,0,74,0,0
42,82,75,Michael,Blunden,78,0,56,2,81,75,72,3,0,74,0,0
6582,77,75,Chad,Johnson,78,0,19,5,76,77,81,3,0,74,0,0
6636,83,75,Brian,Connelly,74,14,53,3,75,76,76,3,0,74,0,0
6402,86,75,Sergei,Shirokov,72,76,38,2,72,78,78,3,0,74,0,0
4361,80,75,Adam,Cracknell,78,0,49,2,82,75,72,3,0,74,0,0
9224,75,75,Carter,Hutton,79,0,61,5,75,75,83,3,0,74,0,0
6509,74,75,Brad,Thiessen,76,0,60,5,76,76,81,3,0,74,0,0
650,77,75,Daniar,Dshunussow,75,85,101,5,74,73,84,3,0,74,0,0
9236,82,75,Jarod,Palmer,77,14,43,2,79,72,71,3,0,74,0,0
5834,83,75,Chad,Kolarik,72,14,39,0,72,77,78,3,0,74,0,0
5713,77,75,Matt,Kassian,77,0,43,1,84,73,67,3,0,74,0,0
4673,83,75,Linus,Klasen,72,69,46,1,72,77,78,3,0,74,0,0
4291,77,75,Pierre-Luc,Leblond,77,0,34,1,84,73,67,3,0,74,0,0
4274,83,75,Paul,Szczechura,72,0,47,0,72,77,78,3,0,74,0,0
4236,80,75,Grant,Lewis,79,14,46,4,83,71,65,3,0,74,0,0
4215,82,75,Casey,Borer,79,14,37,3,83,71,65,3,0,74,0,0
3858,78,75,Jay,Rosehill,79,0,27,1,85,74,66,3,0,74,0,0
3675,80,75,Michael,Vernace,79,0,47,3,83,71,65,3,0,74,0,0
55,80,75,Nathan,McIver,79,0,51,3,83,71,65,3,0,74,0,0
5715,78,75,Daniel,Taylor,73,83,91,5,76,75,78,3,0,74,0,0
4714,76,75,Iiro,Tarkki,76,67,75,5,76,76,76,3,0,74,0,0
3760,74,75,Justin,Pogge,76,0,37,5,77,76,79,3,0,74,0,0
3372,74,75,Daniel,Larsson,74,69,67,5,74,76,82,3,0,74,0,0
5747,79,75,Sergei,Kolosov,78,70,40,3,81,70,65,3,0,74,0,0
3831,79,75,Zack,FitzGerald,78,14,37,3,81,70,65,3,0,74,0,0
3758,79,75,Logan,Stephenson,79,0,33,3,83,71,65,3,0,74,0,0
4273,76,75,John,Lammers,74,0,110,1,75,72,74,3,0,74,0,0
4262,76,75,Sasha,Pokulok,77,0,90,3,82,70,66,3,0,74,0,0
6060,73,75,Jonathon,Mercier,75,97,121,3,75,72,71,3,0,74,0,0
3386,76,75,Per,Åslund,70,69,65,2,72,72,75,3,0,74,0,0
1355,75,70,Janne,Lahti,73,67,79,2,76,75,76,2,1,74,0,0
1453,76,75,Joakim,Lindstrom,71,69,71,1,73,74,78,2,1,74,0,0
4382,83,65,Colin,McDonald,78,14,48,2,82,80,75,2,0,74,0,0
4223,80,65,Derek,Smith,81,0,35,3,84,74,74,2,0,74,0,0
3916,85,60,Jared,Ross,77,14,54,0,80,77,75,2,0,74,0,0
3829,84,60,Jon,DiSalvatore,77,14,43,2,80,77,75,2,0,74,0,0
6423,82,65,Travis,Morin,77,14,58,0,80,77,73,2,0,74,0,0
5977,82,65,Matt,Beaudoin,77,0,50,2,80,77,73,2,0,74,0,0
5761,82,65,Steve,Pinizzotto,78,0,42,0,81,75,72,2,0,74,0,0
5716,82,60,Greg,Rallo,77,14,58,0,80,77,73,2,0,74,0,0
4379,83,65,Dylan,Reese,79,14,18,4,82,74,73,2,0,74,0,0
4332,82,65,Kyle,Greentree,78,0,42,1,80,76,74,2,0,74,0,0
4325,79,65,Chris,Porter,79,14,24,1,83,75,73,2,0,74,0,0
4233,82,60,Matt,Anderson,77,14,34,0,80,77,73,2,0,74,0,0
4200,83,65,Steve,Wagner,79,14,60,3,81,74,74,2,0,74,0,0
3819,82,60,Bracken,Kearns,77,0,50,0,80,77,73,2,0,74,0,0
3804,82,65,Kyle,Wilson,77,0,56,0,80,77,73,2,0,74,0,0
3736,82,65,David,Van der Gulik,77,0,44,2,80,77,73,2,0,74,0,0
3731,82,60,Warren,Peters,79,0,43,0,83,76,70,2,0,74,0,0
3710,82,65,Francis,Wathier,78,0,58,1,81,75,72,2,0,74,0,0
3696,82,65,Greg,Moore,77,14,56,0,80,77,73,2,0,74,0,0
3687,82,60,Colin,Stuart,77,14,52,1,80,77,73,2,0,74,0,0
3683,83,60,Nathan,Oystrick,76,0,49,3,78,76,76,2,0,74,0,0
3322,83,60,Richard,Petiot,81,0,48,3,82,74,72,2,0,74,0,0
3247,82,60,Ben,Ondrus,78,0,48,2,81,75,72,2,0,74,0,0
2611,82,60,Chad,Wiseman,77,0,34,1,80,77,73,2,0,74,0,0
1575,82,60,Greg,Mauldin,77,14,44,1,80,77,73,2,0,74,0,0
79,82,60,Matt,Ellis,77,0,52,0,80,77,73,2,0,74,0,0
6002,75,65,Matt,Climie,78,0,22,5,77,77,82,2,0,74,0,0
4628,76,65,Mike,McKenna,78,14,34,5,78,77,80,2,0,74,0,0
3906,76,65,Mike,Brodeur,78,0,35,5,78,77,81,2,0,74,0,0
3452,76,60,Johan,Backlund,77,69,33,5,79,78,79,2,0,74,0,0
286,77,60,Jason,Bacashihua,79,14,44,5,76,77,82,2,0,74,0,0
5731,85,65,Jean-Michel,Daoust,71,0,43,2,70,77,80,2,0,74,0,0
5714,81,65,Bradley,Mills,76,0,34,0,83,73,70,2,0,74,0,0
5079,83,60,Frantisek,Lukes,74,82,108,2,74,76,76,2,0,74,0,0
4632,83,65,Sean,Sullivan,74,14,61,3,75,76,76,2,0,74,0,0
3940,83,65,Dan,Spang,74,14,58,3,75,76,76,2,0,74,0,0
3880,83,65,Andre,Benoit,74,0,20,3,75,76,76,2,0,74,0,0
3747,83,65,Clay,Wilson,74,14,55,3,75,76,79,2,0,74,0,0
3679,77,65,Andre,Deveaux,78,0,54,0,84,75,72,2,0,74,0,0
87,78,60,Kris,Newbury,79,0,39,0,80,75,72,2,0,74,0,0
3663,74,65,Tyler,Weiman,77,0,38,5,76,76,81,2,0,74,0,0
9181,83,65,Rob,Hisey,72,0,36,0,72,77,78,2,0,74,0,0
6166,80,60,Paolo,Duca,74,97,116,2,69,79,78,2,0,74,0,0
4638,77,60,Jon,Mirasty,77,0,57,1,84,73,67,2,0,74,0,0
3926,83,65,Ryan,Keller,72,0,35,2,72,78,77,2,0,74,0,0
3885,83,65,Corey,Locke,72,0,35,0,72,77,78,2,0,74,0,0
3873,83,60,Jamie,Johnson,72,0,40,0,72,77,78,2,0,74,0,0
3861,83,65,David,Spina,72,14,49,2,72,77,78,2,0,74,0,0
3833,83,60,Charles,Linglet,72,0,48,1,72,77,78,2,0,74,0,0
3813,83,60,Chris,Minard,72,0,40,0,72,78,77,2,0,74,0,0
3348,83,65,Jeremy,Williams,72,0,39,2,72,78,77,2,0,74,0,0
3344,83,65,Ben,Walter,72,0,44,0,72,77,78,2,0,74,0,0
3339,77,65,Nick,Tarnasky,77,0,56,0,84,73,67,2,0,74,0,0
3314,80,65,David,Liffiton,79,0,44,3,83,71,65,2,0,74,0,0
3304,80,60,Dan,Jancevski,79,0,33,3,83,71,65,2,0,74,0,0
3228,83,65,Danny,Richmond,79,14,59,3,83,71,65,2,0,74,0,0
986,83,60,Andy,Hilbert,72,14,36,0,72,77,78,2,0,74,0,0
73,82,65,Derek,Meech,79,0,40,3,83,71,65,2,0,74,0,0
45,77,65,Triston,Grant,77,0,55,1,84,73,67,2,0,74,0,0
5743,74,65,Peter,Mannino,76,14,54,5,75,76,81,2,0,74,0,0
3931,77,65,Dimitri,Patzold,72,85,99,5,76,76,80,2,0,74,0,0
6408,79,65,Patrick,Wellar,78,0,42,3,81,70,65,2,0,74,0,0
6064,75,60,Paul,Savary,76,97,121,0,75,73,75,2,0,74,0,0
4315,79,65,Mark,Matheson,78,0,54,3,81,70,65,2,0,74,0,0
3952,77,65,Joe,Piskula,78,14,32,3,83,70,65,2,0,74,0,0
3205,76,65,Staffan,Kronwall,75,69,64,3,76,72,75,2,0,74,0,0
2992,75,60,Fabian,Sutter,76,97,127,0,75,73,75,2,0,74,0,0
104,79,60,Nathan,Guenin,79,14,57,4,83,71,65,2,0,74,0,0
6110,74,60,Blaine,Down,74,0,126,0,74,72,74,2,0,74,0,0
6104,80,60,Thibaut,Monnet,67,97,126,1,66,79,78,2,0,74,0,0
6069,80,60,Thomas,Deruns,67,97,117,1,66,79,78,2,0,74,0,0
5654,76,65,Cameron,Abbott,71,0,69,1,76,74,75,2,0,74,0,0
4852,79,60,Ivan,Rachunek,70,82,115,1,72,71,77,2,0,74,0,0
4295,77,65,Drew,Bagnall,77,0,43,3,84,70,64,2,0,74,0,0
3934,77,60,Brennan,Evans,77,0,49,3,84,70,64,2,0,74,0,0
3698,77,65,Jake,Taylor,77,14,48,4,84,70,64,2,0,74,0,0
3489,75,60,Ilkka,Pikkarainen,71,67,72,2,76,72,75,2,0,74,0,0
3332,72,60,Louis,Robitaille,76,0,34,1,86,72,66,2,0,74,0,0
1067,76,65,Topi,Jaakola,73,67,69,3,76,72,74,2,0,74,0,0
6693,73,65,Juha,Leimu,69,67,86,3,72,74,75,2,0,74,0,0
6519,73,65,Martin,Stettler,75,97,117,4,75,72,71,2,0,74,0,0
6038,73,60,Michael,Ngoy,75,97,120,3,75,72,71,2,0,74,0,0
3732,73,65,Tim,Ramholt,75,97,119,3,75,72,71,2,0,74,0,0
2099,80,60,Tony,Salmelainen,67,67,121,1,62,79,78,2,0,74,0,0
1519,74,65,Mikko,Mäenpää,69,67,66,3,74,72,76,2,0,74,0,0
3909,71,60,Jonas,Nordqvist,71,69,63,0,72,72,75,2,0,74,0,0
2115,77,60,Tommi,Santala,76,67,122,0,77,75,76,1,1,74,0,0
1308,78,65,Daniel,Kreutzer,72,85,90,2,78,72,73,1,1,74,0,0
4190,75,55,Jaroslav,Hlinka,70,82,68,0,71,76,78,1,1,74,0,0
2221,75,55,Per-Age,Skroder,71,68,70,1,76,73,76,1,1,74,0,0
6129,80,50,Stacy,Roest,67,0,124,0,62,79,78,1,1,74,0,0
2607,82,45,Brian,Willsie,77,0,42,2,80,77,73,1,0,74,0,0
1644,82,55,Graham,Mink,78,14,49,2,80,76,74,1,0,74,0,0
1360,82,55,Quintin,Laing,78,0,32,1,81,75,72,1,0,74,0,0
906,82,45,Denis,Hamel,77,0,33,1,80,77,73,1,0,74,0,0
133,82,55,Jeremy,Reich,78,0,51,1,81,75,72,1,0,74,0,0
61,82,55,Michael,Ryan,77,14,33,1,80,77,73,1,0,74,0,0
4297,83,55,Troy,Milam,74,14,47,4,75,76,76,1,0,74,0,0
2541,85,45,Tomas,Vlasak,70,82,110,1,71,76,81,1,0,74,0,0
565,81,45,Jeff,Cowan,77,0,59,1,83,73,70,1,0,74,0,0
4906,80,55,Michal,Tvrdik,74,82,102,2,75,75,75,1,0,74,0,0
3851,77,55,Mitch,Fritz,77,0,47,1,84,73,67,1,0,74,0,0
3278,83,45,Keith,Aucoin,72,14,42,0,72,77,78,1,0,74,0,0
3240,83,45,Mark,Cullen,72,14,55,0,72,77,78,1,0,74,0,0
2881,80,45,Martin,Pluss,74,97,117,0,69,79,78,1,0,74,0,0
1507,77,45,Craig,MacDonald,76,0,97,0,79,73,73,1,0,74,0,0
1090,82,55,Doug,Janik,79,14,40,3,83,71,65,1,0,74,0,0
140,83,55,Brad,Moran,72,0,48,0,72,77,78,1,0,74,0,0
67,83,45,Jason,Krog,72,0,54,0,72,77,78,1,0,74,0,0
1768,76,55,Mika,Noronen,75,67,83,5,75,78,77,1,0,74,0,0
6229,75,55,Marc,Reichert,76,97,117,0,75,73,75,1,0,74,0,0
6118,75,55,Loïc,Burkhalter,76,97,124,0,75,73,75,1,0,74,0,0
3796,79,55,Dean,Arsene,78,0,49,3,81,70,65,1,0,74,0,0
3310,77,55,Jay,Leach,79,14,17,3,85,71,65,1,0,74,0,0
2566,80,45,Derrick,Walser,70,0,89,3,79,72,72,1,0,74,0,0
2523,75,45,Jean-Pierre,Vigier,76,0,117,2,75,73,75,1,0,74,0,0
2134,81,45,Peter,Schaefer,70,0,93,1,75,73,74,1,0,74,0,0
1935,80,55,Jame,Pollock,71,0,97,4,80,73,72,1,0,74,0,0
1898,79,55,Matt,Pettinger,73,0,95,1,80,72,73,1,0,74,0,0
1491,79,55,Marko,Luomala,69,67,122,2,68,79,78,1,0,74,0,0
626,78,55,Joe,DiPenta,79,0,57,4,83,71,65,1,0,74,0,0
6224,80,45,Sebastian,Bordeleau,67,0,118,0,66,79,78,1,0,74,0,0
6109,80,55,Adrian,Wichser,67,97,126,0,64,79,78,1,0,74,0,0
5249,79,45,Erik,Landry,68,0,116,0,66,79,78,1,0,74,0,0
2595,80,55,Erik,Westrum,67,14,116,0,66,79,78,1,0,74,0,0
2340,74,45,Niklas,Sundstrom,72,69,70,0,75,72,75,1,0,74,0,0
1959,76,45,Pasi,Puistola,71,67,67,3,74,72,76,1,0,74,0,0
1735,73,45,Antti-Jussi,Niemi,76,67,79,3,76,74,70,1,0,74,0,0
1720,77,45,Petr,Nedved,69,0,107,1,70,75,77,1,0,74,0,0
1173,78,45,Sami,Kapanen,72,67,81,2,74,74,74,1,0,74,0,0
893,75,55,Riku,Hahl,73,67,66,0,75,72,75,1,0,74,0,0
529,80,45,Ivan,Ciernik,64,95,95,2,78,74,74,1,0,74,0,0
274,80,45,Serge,Aubin,67,0,120,1,66,79,78,1,0,74,0,0
4773,74,45,Petr,Prikryl,72,82,110,5,72,75,77,1,0,74,0,0
4657,73,55,Andreas,Andersson,71,69,67,5,74,76,74,1,0,74,0,0
3421,70,55,Karol,Krizan,73,95,73,5,74,76,77,1,0,74,0,0
6540,80,45,Brendan,Brooks,67,0,125,2,62,79,78,1,0,74,0,0
6230,80,45,Ivo,Rüthemann,67,97,117,1,62,79,78,1,0,74,0,0
6112,73,55,Pascal,Müller,75,97,126,3,75,72,71,1,0,74,0,0
4986,78,45,Pavel,Patera,71,82,106,0,69,72,77,1,0,74,0,0
4603,76,55,Scott,Ford,76,0,46,4,82,70,63,1,0,74,0,0
2987,80,55,Michel,Riesen,67,97,124,2,62,79,78,1,0,74,0,0
2984,73,45,Jan,von Arx,75,97,119,3,75,72,72,1,0,74,0,0
2561,80,45,Steve,Walker,66,0,89,2,71,70,76,1,0,74,0,0
2375,73,45,Dick,Tarnstrom,71,69,62,3,72,73,75,1,0,74,0,0
1905,69,45,Andreas,Pihl,74,69,68,3,78,72,72,1,0,74,0,0
1852,79,45,Richard,Pavlikovsky,69,95,96,4,73,72,73,1,0,74,0,0
1693,73,45,Curtis,Murphy,75,0,125,4,75,72,72,1,0,74,0,0
562,75,45,Daniel,Corso,70,0,72,0,73,72,75,1,0,74,0,0
6983,81,100,Ryan,Johansen,71,0,196,0,71,76,77,14,1,73,0,0
7048,81,100,Ryan,Nugent-Hopkins,68,0,199,0,64,77,78,14,1,73,0,0
6311,73,100,Mark,Owuya,72,69,64,5,76,78,76,11,1,73,0,0
4829,76,100,Jakub,Sedlacek,76,82,115,5,74,75,79,9,0,73,0,0
6459,74,100,Tim,Erixon,71,69,71,3,72,71,75,9,0,73,0,0
6455,76,100,Simon,Hjalmarsson,70,69,69,1,72,72,76,9,0,73,0,0
6191,75,100,Dino,Wieser,72,97,119,1,74,72,74,9,0,73,0,0
6333,73,100,Anton,Lander,69,69,72,0,71,71,75,9,0,73,0,0
4750,73,100,Alexander,Salak,74,82,65,5,75,77,78,6,1,73,0,0
3548,74,100,Perttu,Lindgren,69,67,83,0,72,74,77,5,1,73,0,0
6738,82,100,Alexander,Urbom,79,69,34,3,83,74,71,5,0,73,0,0
6641,83,90,Mark,Mitera,78,14,57,3,81,73,73,5,0,73,0,0
6492,82,100,T.J.,Brennan,78,14,52,3,81,74,73,5,0,73,0,0
4230,85,90,Dustin,Kohn,78,0,36,3,79,72,74,5,0,73,0,0
9269,81,90,Chris,Vandevelde,76,14,48,0,78,76,72,5,0,73,0,0
9241,81,90,Ryan,Thang,76,14,46,1,78,76,72,5,0,73,0,0
9225,83,90,Matt,Irwin,78,0,61,3,80,73,73,5,0,73,0,0
9200,81,100,Corey,Tropp,76,14,52,2,78,76,72,5,0,73,0,0
7768,81,100,Jacob,Lagacé,76,0,52,1,78,76,72,5,0,73,0,0
7348,83,100,Adam,Comrie,78,14,55,3,80,73,73,5,0,73,0,0
7241,81,100,Stefan,Della Rovere,76,0,49,1,80,75,71,5,0,73,0,0
7114,80,100,Jyri,Niemi,76,67,39,3,81,77,69,5,0,73,0,0
6653,81,90,Greg,Scott,76,0,59,2,78,76,72,5,0,73,0,0
6648,81,100,Mathieu,Tousignant,76,0,58,0,78,76,72,5,0,73,0,0
6596,81,90,Justin,Mercier,76,14,44,1,78,76,72,5,0,73,0,0
6581,83,100,Evgeny,Grachev,72,76,24,1,78,78,76,5,0,73,0,0
6501,83,100,Brent,Regner,78,0,56,4,80,73,73,5,0,73,0,0
5987,81,90,Jordan,Knackstedt,76,0,55,2,78,76,72,5,0,73,0,0
5842,82,90,Nick,Holden,78,0,56,3,80,73,73,5,0,73,0,0
5815,83,90,Andrew,Bodnarchuk,78,0,51,3,80,73,73,5,0,73,0,0
4614,83,90,Patrick,McNeill,78,0,42,3,80,73,73,5,0,73,0,0
9271,80,90,Eric,Selleck,75,0,55,0,84,72,69,5,0,73,0,0
8274,82,100,Joel,Chouinard,73,0,44,3,74,74,75,5,0,73,0,0
6988,80,100,Stefan,Schneider,75,0,38,0,82,72,69,5,0,73,0,0
6749,80,100,Ian,Schultz,75,0,41,2,82,74,69,5,0,73,0,0
6652,81,100,Dale,Mitchell,75,0,59,2,80,74,71,5,0,73,0,0
6589,81,90,Carson,McMillan,76,0,43,0,79,74,71,5,0,73,0,0
6506,81,90,Zach,Sill,76,0,60,0,79,74,71,5,0,73,0,0
6319,82,100,David,Ullstrom,71,69,36,0,74,76,75,5,0,73,0,0
5980,85,90,Justin,Azevedo,71,0,45,0,71,76,78,5,0,73,0,0
5819,82,90,Jeff,Penner,73,0,43,3,74,74,75,5,0,73,0,0
5748,86,90,Jan,Mursak,72,96,40,1,70,78,76,5,0,73,0,0
5745,85,90,Cory,Emmerton,71,0,40,0,71,76,76,5,0,73,0,0
5708,80,90,Myles,Stoesz,76,0,34,1,84,73,65,5,0,73,0,0
6706,74,100,Jaroslav,Janus,75,95,47,5,74,75,81,5,0,73,0,0
6566,72,100,Mike,Murphy,76,0,37,5,75,75,82,5,0,73,0,0
6489,74,100,Chet,Pickard,75,0,46,5,74,75,80,5,0,73,0,0
6181,75,90,Reto,Berra,73,97,118,5,77,75,79,5,0,73,0,0
4174,74,90,J.P.,Levasseur,76,0,57,5,75,76,80,5,0,73,0,0
3528,74,90,Jussi,Rynnas,75,67,59,5,74,75,80,5,0,73,0,0
9243,82,90,Igor,Makarov,71,76,53,2,71,76,77,5,0,73,0,0
7146,84,100,Mitch,Wahl,70,14,32,0,69,76,77,5,0,73,0,0
6646,77,100,Michael,Neal,77,0,58,1,83,73,67,5,0,73,0,0
6300,82,100,Ondrej,Roman,71,82,58,1,71,76,77,5,0,73,0,0
5886,77,90,Joel,Rechlicz,76,14,42,2,83,72,66,5,0,73,0,0
5873,82,90,Josh,Godfrey,76,0,54,4,79,71,65,5,0,73,0,0
6096,74,90,Lukas,Flüeler,73,97,126,5,77,75,78,5,0,73,0,0
7714,78,100,Harry,Young,77,0,34,3,83,69,64,5,0,73,0,0
6558,76,90,Ryley,Grantham,75,0,32,1,83,72,65,5,0,73,0,0
6504,77,100,Alex,Grant,75,0,60,4,81,72,64,5,0,73,0,0
4355,79,90,Gord,Baldwin,77,0,32,3,79,70,65,5,0,73,0,0
6432,75,100,Marcus,Krüger,70,69,6,0,71,70,77,5,0,73,0,0
6322,76,90,Martin,Laumann Ylven,70,68,68,2,76,72,73,5,0,73,0,0
6182,80,90,Dario,Bürgler,67,97,119,2,60,79,78,5,0,73,0,0
6086,75,90,Arnaud,Jacquemet,72,97,122,2,74,72,74,5,0,73,0,0
6026,75,90,Andrej,Bykov,72,97,120,0,74,72,74,5,0,73,0,0
5804,72,90,Garrett,Klotz,74,0,33,1,86,70,64,5,0,73,0,0
4269,76,90,Morten,Madsen,70,66,70,1,72,71,75,5,0,73,0,0
6604,75,90,Matt,McCue,74,0,39,3,80,70,62,5,0,73,0,0
6444,75,90,Erik,Lindhagen,69,69,68,0,70,72,74,5,0,73,0,0
4643,75,90,Oscar,Eklund,71,69,64,3,72,70,74,5,0,73,0,0
6156,80,85,Damien,Brunner,67,97,127,2,60,79,78,3,1,73,0,0
6622,80,75,John,McCarthy,78,14,61,1,80,77,74,3,0,73,0,0
69,87,75,Shawn,Belle,79,0,44,3,85,71,69,3,0,73,0,0
46,83,75,Matt,Lashoff,78,14,27,3,81,73,73,3,0,73,0,0
8321,83,75,Nate,Prosser,78,14,43,4,80,73,73,3,0,73,0,0
6602,81,75,Nathan,Perkovich,75,14,34,2,81,74,72,3,0,73,0,0
6575,85,75,Andrew,Kozek,73,0,42,1,77,76,76,3,0,73,0,0
6511,81,75,Joe,Vitale,76,14,60,0,78,76,72,3,0,73,0,0
6482,81,75,Corey,Elkins,76,14,45,0,78,76,72,3,0,73,0,0
6071,81,75,Roman,Wick,76,97,35,2,78,76,72,3,0,73,0,0
5992,81,75,Peter,MacArthur,76,14,50,1,78,76,72,3,0,73,0,0
5882,81,75,Matt,Fornataro,76,0,47,2,78,76,72,3,0,73,0,0
5878,81,75,Raymond,Sawada,76,0,58,2,78,76,72,3,0,73,0,0
5861,81,75,J.T.,Wyman,76,14,41,2,78,76,72,3,0,73,0,0
4373,83,75,Evan,Brophey,76,0,53,0,79,76,72,3,0,73,0,0
3889,84,75,Ryan,Hamilton,74,0,59,1,78,75,74,3,0,73,0,0
3808,81,75,Patrick,Davis,76,14,61,2,78,76,72,3,0,73,0,0
3682,81,75,Jordan,Smotherman,76,14,51,1,78,76,72,3,0,73,0,0
3235,83,75,Danny,Syvret,78,0,21,3,80,73,73,3,0,73,0,0
9254,81,75,Aaron,Volpatti,76,0,38,1,79,74,71,3,0,73,0,0
8311,81,75,Dennis,McCauley,76,14,52,1,79,74,71,3,0,73,0,0
6618,81,75,Kevin,Henderson,76,0,61,1,79,74,71,3,0,73,0,0
5705,80,75,Michael,Haley,76,0,18,0,84,73,69,3,0,73,0,0
4620,86,75,Ray,Macias,71,14,44,4,72,73,77,3,0,73,0,0
4372,81,75,David,Brine,76,0,50,0,79,74,71,3,0,73,0,0
4367,81,75,Dylan,Hunter,76,0,46,1,79,74,71,3,0,73,0,0
4333,81,75,David,Laliberte,76,0,51,2,79,74,71,3,0,73,0,0
4308,81,75,Pierre-Cedric,Labrie,76,0,47,1,79,74,71,3,0,73,0,0
4250,81,75,Greg,Stewart,76,0,48,1,79,74,71,3,0,73,0,0
3939,81,75,Ashton,Rome,76,0,42,2,79,74,71,3,0,73,0,0
3827,81,75,Kelsey,Wilson,76,0,46,1,79,74,71,3,0,73,0,0
3726,81,75,Cam,Cunning,76,0,32,1,79,74,71,3,0,73,0,0
3724,77,75,Kris,Chucko,76,0,32,2,81,74,72,3,0,73,0,0
5642,75,75,Gustaf,Wesslau,75,69,56,5,74,76,79,3,0,73,0,0
4176,74,75,Matt,Keetley,75,0,32,5,75,74,80,3,0,73,0,0
3527,74,75,Eero,Kilpeläinen,75,67,74,5,76,77,76,3,0,73,0,0
6411,77,75,Patrick,Bordeleau,76,0,44,1,83,72,66,3,0,73,0,0
5854,82,75,Steve,Zalewski,71,14,34,0,71,76,77,3,0,73,0,0
5746,82,75,Aaron,Gagnon,71,0,58,0,71,76,77,3,0,73,0,0
4411,77,75,Jimmy,Bonneau,76,0,41,1,83,72,66,3,0,73,0,0
3870,77,75,Ryan,Stone,76,0,32,0,79,74,71,3,0,73,0,0
858,72,75,Thomas,Greiss,74,85,63,5,72,78,77,3,0,73,0,0
6047,75,75,Chris,Rivera,72,97,121,1,75,72,74,3,0,73,0,0
4812,76,75,Milan,Gulas,74,82,104,0,74,72,74,3,0,73,0,0
3811,78,75,Olivier,Magnan,77,0,34,3,80,70,65,3,0,73,0,0
3674,77,75,Jakub,Petruzalek,69,82,83,2,72,74,77,3,0,73,0,0
77,79,75,Joshua,Hennessy,71,14,123,0,62,78,78,3,0,73,0,0
6531,75,75,Mathias,Joggi,72,97,119,2,75,72,74,3,0,73,0,0
4388,76,75,Petr,Pohl,74,82,114,2,72,72,73,3,0,73,0,0
3457,76,75,Oscar,Sundh,70,69,67,1,73,72,74,3,0,73,0,0
3406,73,75,Niklas,Olausson,70,69,69,0,71,72,78,3,0,73,0,0
4671,73,70,Pär,Arlbrandt,70,69,69,2,71,72,78,2,1,73,0,0
1742,75,75,Jesse,Niinimäki,66,67,78,0,70,74,77,2,1,73,0,0
3697,83,65,Corey,Potter,78,14,60,4,80,73,74,2,0,73,0,0
9192,81,65,Matt,Ford,76,14,44,2,78,76,72,2,0,73,0,0
